Size,Time,Instructions
2589,671088,43755
2592,1061245,42020
2595,1000918,43768
2598,2089777,43768
2601,644256,42726
2604,8700923,43776
2607,7389431,43776
2610,3941200,42041
2613,2871395,43209
2616,605235,43734
2619,8653489,43209
2622,1271556,43755
2625,896735,42566
2628,1019783,42566
2631,6125013,42566
2634,11077085,43230
2637,1122049,43230
2640,671123,22848
2643,1494503,22517
2646,195892417,21112
2649,664139,21679
2652,811729,22868
2655,9243877,22855
2658,629372,22335
2661,805448,22868
2664,643648,22385
2667,615238,21700
2670,728071,22372
2673,642509,22831
2676,713081,21112
2679,716045,21658
2682,573535,22351
2685,589222,20574
2688,606719,22839
2691,604853,22322
2694,675051,22322
2697,595537,21679
2700,725943,22876
2703,672890,23043
2706,684805,21036
2709,917199,22798
2712,30590391,22155
2715,655921,22827
2718,660298,22827
2721,722902,23331
2724,722917,20546
2727,640910,22294
2730,732512,21651
2733,603379,22862
2736,632054,22281
2739,668079,22281
2742,670311,22302
2745,689501,21113
2748,640438,21113
2751,776969,22344
2754,585251,22344
2757,1032888,22848
2760,683145,22848
2763,569439,22610
2766,687284,21553
2769,748233,22057
2772,606018,22044
2775,569957,22315
2778,632683,21672
2781,906932,22344
2784,592533,22344
2787,647014,22848
2790,693428,20567
2793,664666,21735
2796,616369,21092
2799,678967,22323
2802,610166,22323
2805,698055,22323
2808,840087,22302
2811,653149,21113
2814,687157,21113
2817,662566,22344
2820,620857,22344
2823,658972,21806
2826,726337,21511
2829,625196,22044
2832,726425,21540
2835,608558,20855
2838,829397,22044
2841,1449497,22326
2844,1556555,21532
2847,542913,22065
2850,685358,21561
2853,570295,22205
2856,890895,19729
2859,680089,20994
2862,621753,20309
2865,622106,22044
2868,591822,21527
2871,644671,22031
2874,605943,22057
2877,591301,21498
2880,710727,21540
2883,716497,21583
2886,596144,21519
2889,781517,22023
2892,602118,20330
2895,650702,20876
2898,731827,22052
2901,735228,19771
2904,661846,22065
2907,687432,22065
2910,1605939,21519
2913,605417,22087
2916,755570,22044
2919,683255,22044
2922,4294633,21527
2925,696176,22031
2928,761352,19771
2931,603078,21519
2934,41734653,20876
2937,1255674,22065
2940,909171,21548
2943,2170162054,19750
2946,587394,21527
2949,650164,22031
2952,575845,20296
2955,11715430,22044
2958,1302882,22044
2961,595102,21002
2964,1070848,22052
2967,591081,22052
2970,1600475,20317
2973,699959,21485
2976,130960699,22010
2979,658346,21485
2982,25462436,22031
2985,18792397,20842
2988,1982550,20842
2991,2041012,20842
2994,854236,21506
2997,666080,21506
3000,653659,22052
3003,600306,21831
3006,630096,22342
3009,648464,22867
3012,593461,21069
3015,587870,22880
3018,973256,21677
3021,733234,22370
3024,751013,22895
3027,1606427,22895
3030,647870,21097
