Size,Time,Instructions
2360000,12274031,1317756
2365000,77423860,1265699
2370000,571617,1309306
2375000,12494509,1285126
2380000,13641410,1276250
2385000,12864776,1275654
2390000,1123569,1263579
2395000,13281936,1284805
2400000,658100,1297013
2405000,662496,1282126
2410000,4142311,1318017
2415000,581120,1274755
2420000,606853,1280069
2425000,13591679,1325598
2430000,14095093,1285432
2435000,13783074,1281788
2440000,13973616,1307838
2445000,12249101,1262698
2450000,516944,1284334
2455000,553605,1328744
2460000,13069090,1305883
2465000,531332,1278728
2470000,457886195,1312627
2475000,12805283,1330995
2480000,523198,1281198
2485000,30742423,1256492
2490000,552535,1271709
2495000,12636875,1311236
2500000,30534074,1256876
2505000,12865719,1317818
2510000,683100,1301719
2515000,12235295,1270213
2520000,550265,1292249
2525000,12384674,1281071
2530000,11552789,1280197
2535000,32968909,1288260
2540000,12244175,1280593
2545000,11444206,1291300
2550000,10999659,1283596
2555000,8925202,1324509
2560000,13553502,1273989
2565000,793803489,1287491
2570000,13340317,1294441
2575000,534183,1306556
2580000,515327,1333588
2585000,604149,1305338
2590000,558293,1294310
2595000,12823159,1316329
2600000,544325,1274273
2605000,517146,1300856
2610000,12904117,1269814
2615000,31290989,1302185
2620000,551148,1329765
2625000,12691349,1305747
2630000,12831194,1288004
2635000,14340431,1315688
2640000,709532,1249785
2645000,15181560,1299917
2650000,914222,1294471
2655000,590303,1272018
2660000,13556895,1297960
2665000,1396332,1293475
2670000,13010805,1280286
2675000,12158705,1268493
2680000,504680,1283058
2685000,11953871,1278479
2690000,31621608,1301022
2695000,12250205,1271903
2700000,684320,1256538
2705000,28287879,1290995
2710000,588630,1288372
2715000,14850182,1279231
2720000,595683,1283668
2725000,579793,1309839
2730000,12677906,1302935
2735000,13339295,1298015
2740000,12009682,1326035
2745000,566341,1286943
2750000,12697994,1301964
2755000,536330,1270434
2760000,555717,1277802
2765000,13216012,1324921
2770000,616611,1285634
2775000,12453165,1297444
2780000,33347867,1294893
2785000,32127786,1278724
2790000,11514800,2127046
2795000,12808249,2187501
2800000,12569551,2141772
2805000,13867632,2169701
2810000,67782490,2058517
2815000,32223499,2111024
2820000,505597,2056959
2825000,12058970,2063632
2830000,12055897,2091331
2835000,12456086,2145764
2840000,490986,2066715
2845000,1414060,2071018
2850000,11813796,2121497
2855000,13324861,2142521
2860000,43845439,2091360
2865000,12760384,2082377
2870000,610102,1998761
2875000,554222,1973107
2880000,898521,1970215
2885000,14368265,1959935
2890000,33003288,2053092
2895000,12665726,2042101
2900000,31291067,2033157
2905000,13049016,2007186
2910000,532709,2042120
2915000,12596324,2029026
2920000,533757,2051419
2925000,505069,2022288
2930000,12877293,2048474
2935000,12685163,2103384
2940000,12494101,2108791
2945000,573943,2057093
2950000,12083315,2028565
2955000,38465186,2092150
2960000,12262145,2067288
2965000,1384440,2072472
2970000,520094,1288322
2975000,12000349,1270195
2980000,12547343,1286701
2985000,12014704,1337485
2990000,27593771,1279100
2995000,12600245,1308864
3000000,10483696,1303385
3005000,125162002,1285851
3010000,11755069,1323237
3015000,12333594,1323446
3020000,11916315,1264294
3025000,13090903,1311552
3030000,563794,1282345
3035000,11544403,1296728
3040000,671483,1303164
3045000,771278,1309642
3050000,3899684,1271964
3055000,453136,1284215
3060000,452001,1266452
3065000,473988,1301328
3070000,519807,1295173
3075000,567460,1279278
3080000,11961541,1284906
3085000,11239807,1304062
3090000,11077021,1337925
3095000,534174,1306650
3100000,620973,1306768
3105000,13445622,1303432
3110000,12441816,1274457
3115000,26423845,1253725
3120000,27639799,1247034
3125000,625402,1295350
3130000,13953756,1315454
3135000,13425730,1282473
3140000,524047,1282472
3145000,12204562,1288054
3150000,13016620,1291072
3155000,13789664,1251204
3160000,653316080,1267288
3165000,434360,1302098
